Ticker: NVDA  Created on: 11/30/2016 8:26:04 PM,,,,,,,,,,,Ticker: AMD  Created on: 11/30/2016 8:26:02 PM,,,,,,,,,,
Date,Open,High,Low,Close,Volume,AdjustedClose,Dividend,SplitFactor,VWAP, ShareOutstanding,Date,Open,High,Low,Close,Volume,AdjustedClose,Dividend,SplitFactor,VWAP, ShareOutstanding
20111123,14.92,15.03,14.43,14.44,20633500,13.43957,0,1,14.179785,-999,20111123,5.22,5.22,5.01,5.05,18338100,5.05,0,1,5.135,-999
20111122,14.79,15.16,14.71,15.08,32187000,14.03523,0,1,14.412615,-999,20111122,5.37,5.46,5.29,5.3,19461400,5.3,0,1,5.335,-999
20111121,13.71,14.77,13.5,14.63,33269700,13.616407,0,1,13.6632035,-999,20111121,5.34,5.48,5.22,5.42,15305400,5.42,0,1,5.38,-999
20111118,14.14,14.14,13.78,13.93,12533800,12.964905,0,1,13.5524525,-999,20111118,5.48,5.52,5.4,5.47,12677100,5.47,0,1,5.475,-999
20111117,14.55,14.59,13.8,14.06,16437600,13.085898,0,1,13.817949,-999,20111117,5.71,5.74,5.4,5.44,18207600,5.44,0,1,5.575,-999
20111116,14.6,14.99,14.53,14.58,12810500,13.569871,0,1,14.0849355,-999,20111116,5.71,5.85,5.64,5.68,12713300,5.68,0,1,5.695,-999
20111115,14.55,14.99,14.51,14.88,12641500,13.849087,0,1,14.1995435,-999,20111115,5.74,5.85,5.7,5.76,13712500,5.76,0,1,5.75,-999
20111114,14.98,15.13,14.65,14.69,12507300,13.67225,0,1,14.326125,-999,20111114,5.93,5.99,5.76,5.79,12270200,5.79,0,1,5.86,-999
20111111,14.88,15.1,14.07,14.98,43789000,13.942158,0,1,14.411079,-999,20111111,5.69,6,5.67,5.95,22806700,5.95,0,1,5.82,-999
20111110,14.67,14.82,14.11,14.47,24762100,13.467492,0,1,14.068746,-999,20111110,5.49,5.72,5.34,5.66,23914400,5.66,0,1,5.575,-999
20111109,14.73,14.92,14.26,14.32,13306100,13.327884,0,1,14.028942,-999,20111109,5.55,5.64,5.38,5.38,18518400,5.38,0,1,5.465,-999
20111108,14.93,15.17,14.69,15.08,13743200,14.03523,0,1,14.482615,-999,20111108,5.72,5.78,5.64,5.75,14000000,5.75,0,1,5.735,-999
20111107,14.71,14.96,14.4,14.74,15338400,13.718786,0,1,14.214393,-999,20111107,5.67,5.77,5.53,5.68,14564500,5.68,0,1,5.675,-999
20111104,14.52,14.87,14.29,14.82,16371000,13.793243,0,1,14.1566215,-999,20111104,5.61,5.77,5.49,5.67,17552600,5.67,0,1,5.64,-999
20111103,13.97,14.68,13.6,14.65,18734300,13.635021,0,1,13.8025105,-999,20111103,5.53,5.77,5.3,5.73,26417100,5.73,0,1,5.63,-999
20111102,14.2,14.27,13.53,13.82,24040200,12.862525,0,1,13.5312625,-999,20111102,5.45,5.49,5.34,5.46,21246800,5.46,0,1,5.455,-999
20111101,14.26,14.3,13.92,14.06,19770600,13.085898,0,1,13.672949,-999,20111101,5.56,5.59,5.29,5.3,45412600,5.3,0,1,5.43,-999
20111031,15.1,15.19,14.8,14.8,12999600,13.774629,0,1,14.4373145,-999,20111031,5.84,5.96,5.8,5.83,19381300,5.83,0,1,5.835,-999
20111028,15.12,15.74,15.08,15.6,12253900,14.519204,0,1,14.819602,-999,20111028,5.83,6.05,5.71,5.94,47582100,5.94,0,1,5.885,-999
20111027,15.16,15.4,14.82,15.25,14443300,14.193452,0,1,14.676726,-999,20111027,5.27,5.6,5.17,5.54,41294000,5.54,0,1,5.405,-999
20111026,14.73,14.81,14.2,14.62,12577900,13.6071,0,1,14.16855,-999,20111026,4.99,5.13,4.87,5.1,19662200,5.1,0,1,5.045,-999
20111025,14.81,14.93,14.42,14.45,14449900,13.448878,0,1,14.129439,-999,20111025,5,5.05,4.86,4.91,14842800,4.91,0,1,4.955,-999
20111024,14.54,15.25,14.51,15.02,13381400,13.979388,0,1,14.259694,-999,20111024,4.74,5.06,4.74,5.06,24368900,5.06,0,1,4.9,-999
20111021,14.59,14.83,14.24,14.48,15710700,13.476799,0,1,14.0333995,-999,20111021,4.65,4.73,4.61,4.72,13915400,4.72,0,1,4.685,-999
20111020,14.76,14.82,13.84,14.41,24757700,13.411649,0,1,14.0858245,-999,20111020,4.72,4.76,4.45,4.54,25240900,4.54,0,1,4.63,-999
20111019,15.5,15.77,15.13,15.17,13939200,14.118995,0,1,14.8094975,-999,20111019,4.9,4.92,4.69,4.73,18304000,4.73,0,1,4.815,-999
20111018,14.86,15.52,14.77,15.48,14772900,14.407517,0,1,14.6337585,-999,20111018,4.68,4.84,4.57,4.83,21338700,4.83,0,1,4.755,-999
20111017,15.54,15.54,14.86,14.94,15294500,13.904929,0,1,14.7224645,-999,20111017,4.9,4.9,4.65,4.67,16611900,4.67,0,1,4.785,-999
20111014,15.73,15.89,15.34,15.72,17561300,14.63089,0,1,15.180445,-999,20111014,5.04,5.07,4.85,4.92,12805400,4.92,0,1,4.98,-999
20111013,14.54,15.49,14.5,15.46,21370800,14.388903,0,1,14.4644515,-999,20111013,4.94,4.98,4.85,4.97,17307600,4.97,0,1,4.955,-999
20111012,14.9,14.91,14.6,14.61,15301600,13.597792,0,1,14.248896,-999,20111012,4.94,5.07,4.92,4.93,19261200,4.93,0,1,4.935,-999
20111011,14.66,14.9,14.57,14.62,20402000,13.6071,0,1,14.13355,-999,20111011,4.86,4.93,4.78,4.86,15419700,4.86,0,1,4.86,-999
20111010,14.39,14.78,14.36,14.78,13359400,13.756015,0,1,14.0730075,-999,20111010,4.85,4.97,4.75,4.84,14709800,4.84,0,1,4.845,-999
20111007,13.95,14.36,13.66,14.15,20174400,13.169662,0,1,13.559831,-999,20111007,4.94,4.99,4.69,4.73,22123200,4.73,0,1,4.835,-999
20111006,13.43,13.93,13.41,13.89,19329800,12.927676,0,1,13.178838,-999,20111006,4.91,4.91,4.7,4.85,19193800,4.85,0,1,4.88,-999
20111005,12.87,13.48,12.61,13.36,21417700,12.434395,0,1,12.6521975,-999,20111005,4.65,4.9,4.52,4.83,28840200,4.83,0,1,4.74,-999
20111004,11.52,12.9,11.47,12.9,34038700,12.006264,0,1,11.763132,-999,20111004,4.42,4.72,4.31,4.72,37500000,4.72,0,1,4.57,-999
20111003,12.35,12.74,11.81,11.81,23747400,10.991782,0,1,11.670891,-999,20111003,5.03,5.03,4.52,4.53,39505500,4.53,0,1,4.78,-999
20110930,12.88,12.95,12.49,12.51,16944600,11.643285,0,1,12.2616425,-999,20110930,5.23,5.3,5.07,5.08,29671100,5.08,0,1,5.155,-999
20110929,13.66,13.89,12.75,13.09,21660400,12.183101,0,1,12.9215505,-999,20110929,5.49,5.65,5.11,5.31,67973500,5.31,0,1,5.4,-999
20110928,13.87,14.22,13.2,13.42,30913300,12.490238,0,1,13.180119,-999,20110928,6.51,6.57,6.15,6.15,29234600,6.15,0,1,6.33,-999
20110927,14.17,14.29,13.73,13.84,19534700,12.88114,0,1,13.52557,-999,20110927,6.57,6.76,6.44,6.49,26947400,6.49,0,1,6.53,-999
20110926,13.96,14,13.2,13.82,24303100,12.862525,0,1,13.4112625,-999,20110926,6.37,6.43,6.11,6.4,27779100,6.4,0,1,6.385,-999
20110923,13.43,14.18,13.35,13.79,25286000,12.834604,0,1,13.132302,-999,20110923,6.01,6.23,5.95,6.17,21921300,6.17,0,1,6.09,-999
20110922,13.9,13.92,13.25,13.51,32865800,12.574003,0,1,13.2370015,-999,20110922,6.24,6.3,5.9,6.12,44630800,6.12,0,1,6.18,-999
20110921,14.83,15.09,14.46,14.47,17881300,13.467492,0,1,14.148746,-999,20110921,6.8,6.85,6.48,6.48,20043200,6.48,0,1,6.64,-999
20110920,15.33,15.39,14.68,14.75,19810900,13.728093,0,1,14.5290465,-999,20110920,6.96,6.99,6.73,6.74,17428300,6.74,0,1,6.85,-999
20110919,15.2,15.31,14.75,15.14,24205100,14.091074,0,1,14.645537,-999,20110919,6.96,7.14,6.85,6.92,36465500,6.92,0,1,6.94,-999
20110916,15.53,16.1,15.38,15.46,34789700,14.388903,0,1,14.9594515,-999,20110916,7.38,7.42,7.13,7.2,19877300,7.2,0,1,7.29,-999
20110915,15.62,15.7,15.36,15.5,18822700,14.426132,0,1,15.023066,-999,20110915,7.3,7.44,7.25,7.34,23786400,7.34,0,1,7.32,-999
20110914,14.91,15.47,14.9,15.28,38679800,14.221374,0,1,14.565687,-999,20110914,7.02,7.26,6.98,7.21,23767100,7.21,0,1,7.115,-999
20110913,14.33,14.6,14.11,14.53,21345900,13.523335,0,1,13.9266675,-999,20110913,6.77,7,6.66,6.96,19043000,6.96,0,1,6.865,-999
20110912,13.69,14.33,13.69,14.21,22912000,13.225505,0,1,13.4577525,-999,20110912,6.4,6.75,6.4,6.71,20412200,6.71,0,1,6.555,-999
20110909,14.06,14.44,13.76,13.88,21745700,12.918368,0,1,13.489184,-999,20110909,6.69,6.82,6.48,6.52,17494200,6.52,0,1,6.605,-999
20110908,14.11,14.45,13.95,14.18,22004100,13.197584,0,1,13.653792,-999,20110908,6.72,6.96,6.63,6.81,32017100,6.81,0,1,6.765,-999
20110907,14.25,14.64,13.86,14.25,40165500,13.262734,0,1,13.756367,-999,20110907,6.5,6.76,6.44,6.76,18692700,6.76,0,1,6.63,-999
20110906,12.5,13.21,12.38,13.18,17406200,12.266866,0,1,12.383433,-999,20110906,6.09,6.32,6.07,6.27,16300900,6.27,0,1,6.18,-999
20110902,12.98,13.16,12.82,12.92,11783900,12.024879,0,1,12.5024395,-999,20110902,6.35,6.48,6.28,6.32,17934000,6.32,0,1,6.335,-999
20110901,13.49,13.78,13.27,13.28,19057800,12.359937,0,1,12.9249685,-999,20110901,6.83,6.87,6.67,6.68,15254200,6.68,0,1,6.755,-999
20110831,13.78,13.92,13.2,13.31,17645200,12.387859,0,1,13.0839295,-999,20110831,6.84,6.94,6.75,6.83,26838200,6.83,0,1,6.835,-999
20110830,13.27,13.79,13.18,13.68,17119000,12.732225,0,1,13.0011125,-999,20110830,6.76,6.93,6.69,6.84,17400800,6.84,0,1,6.8,-999
20110829,13.38,13.41,13.07,13.36,15038200,12.434395,0,1,12.9071975,-999,20110829,6.58,6.83,6.57,6.83,13491500,6.83,0,1,6.705,-999
20110826,12.43,13.14,12.21,13.01,18316500,12.108644,0,1,12.269322,-999,20110826,6.3,6.6,6.22,6.49,17110800,6.49,0,1,6.395,-999
20110825,12.78,13.01,12.46,12.48,17274200,11.615363,0,1,12.1976815,-999,20110825,6.32,6.7,6.29,6.37,27369300,6.37,0,1,6.345,-999
20110824,13.2,13.24,12.7,13.04,17187500,12.136565,0,1,12.6682825,-999,20110824,6.5,6.51,6.16,6.34,17181400,6.34,0,1,6.42,-999
20110823,12.23,13.24,12.21,13.23,23457800,12.313401,0,1,12.2717005,-999,20110823,6.08,6.5,5.89,6.5,31113900,6.5,0,1,6.29,-999
20110822,12.06,12.2,11.81,11.94,15296900,11.112775,0,1,11.5863875,-999,20110822,6.13,6.18,5.95,6.05,18433500,6.05,0,1,6.09,-999
20110819,11.74,12.39,11.65,11.73,19033300,10.917324,0,1,11.328662,-999,20110819,5.72,6.09,5.71,5.98,37995200,5.98,0,1,5.85,-999
20110818,12.23,12.35,11.8,11.94,20064100,11.112775,0,1,11.6713875,-999,20110818,5.9,5.96,5.64,5.79,27200300,5.79,0,1,5.845,-999
20110817,13.03,13.25,12.64,12.81,13833200,11.9225,0,1,12.47625,-999,20110817,6.41,6.47,6.08,6.14,15248500,6.14,0,1,6.275,-999
20110816,13.22,13.4,12.75,12.99,17921700,12.090029,0,1,12.6550145,-999,20110816,6.36,6.43,6.18,6.34,16355700,6.34,0,1,6.35,-999
20110815,13.01,13.4,12.94,13.37,21603800,12.443702,0,1,12.726851,-999,20110815,6.28,6.45,6.22,6.43,11476700,6.43,0,1,6.355,-999
20110812,14.84,14.86,12.67,12.88,79894600,11.98765,0,1,13.413825,-999,20110812,6.31,6.42,6.18,6.21,15588000,6.21,0,1,6.26,-999
20110811,12.34,13.59,12.34,13.41,26969800,12.480931,0,1,12.4104655,-999,20110811,5.93,6.26,5.87,6.17,25934800,6.17,0,1,6.05,-999
20110810,12.55,12.91,12.27,12.34,28501300,11.485063,0,1,12.0175315,-999,20110810,5.63,6.19,5.6,5.85,35411100,5.85,0,1,5.74,-999
20110809,12.16,12.95,12,12.93,33245800,12.034186,0,1,12.097093,-999,20110809,6.08,6.19,5.79,6.18,25314600,6.18,0,1,6.13,-999
20110808,12.32,12.76,11.85,11.93,27104500,11.103468,0,1,11.711734,-999,20110808,6.03,6.25,5.9,5.94,41251000,5.94,0,1,5.985,-999
20110805,13.71,13.88,12.6,12.95,31764700,12.0528,0,1,12.8814,-999,20110805,6.59,6.75,6.16,6.56,39379400,6.56,0,1,6.575,-999
20110804,14.54,14.54,13.4,13.4,24493300,12.471623,0,1,13.5058115,-999,20110804,7.05,7.05,6.5,6.5,34761500,6.5,0,1,6.775,-999
20110803,14.45,14.86,14.31,14.81,19130900,13.783937,0,1,14.1169685,-999,20110803,7.06,7.23,6.84,7.16,31581700,7.16,0,1,7.11,-999
20110802,14.47,15.38,14.42,14.42,33910800,13.420956,0,1,13.945478,-999,20110802,7.18,7.24,6.87,7.11,33153300,7.11,0,1,7.145,-999
20110801,14.15,14.61,14.03,14.57,25490500,13.560564,0,1,13.855282,-999,20110801,7.54,7.58,7.1,7.22,23191400,7.22,0,1,7.38,-999
20110729,13.69,13.96,13.62,13.83,16941400,12.871832,0,1,13.280916,-999,20110729,7.32,7.49,7.21,7.34,20881800,7.34,0,1,7.33,-999
20110728,13.81,14.12,13.59,13.83,16204400,12.871832,0,1,13.340916,-999,20110728,7.5,7.63,7.36,7.42,16730800,7.42,0,1,7.46,-999
20110727,14.2,14.27,13.82,13.86,16305300,12.899754,0,1,13.549877,-999,20110727,7.6,7.71,7.44,7.51,23537800,7.51,0,1,7.555,-999
20110726,14.34,14.7,14.19,14.4,17456900,13.402341,0,1,13.8711705,-999,20110726,7.67,7.87,7.63,7.66,21457900,7.66,0,1,7.665,-999
20110725,14.77,14.83,14.55,14.76,14173000,13.737401,0,1,14.2537005,-999,20110725,7.62,7.77,7.43,7.63,32285600,7.63,0,1,7.625,-999
20110722,14.83,15.05,14.64,15,18429800,13.960773,0,1,14.3953865,-999,20110722,7.09,7.79,7.07,7.75,86038800,7.75,0,1,7.42,-999
20110721,14.06,14.8,13.85,14.7,28585500,13.681557,0,1,13.8707785,-999,20110721,6.59,6.61,6.44,6.5,29318700,6.5,0,1,6.545,-999
20110720,14.27,14.35,14,14.04,16573900,13.067283,0,1,13.6686415,-999,20110720,6.56,6.62,6.4,6.6,18422800,6.6,0,1,6.58,-999
20110719,13.84,14.25,13.84,14.22,15055600,13.234813,0,1,13.5374065,-999,20110719,6.29,6.55,6.23,6.48,25765100,6.48,0,1,6.385,-999
20110718,13.99,14.07,13.62,13.8,20455000,12.843911,0,1,13.4169555,-999,20110718,6.37,6.43,6.09,6.18,31233200,6.18,0,1,6.275,-999
20110715,14.16,14.25,13.81,14.1,20693400,13.123127,0,1,13.6415635,-999,20110715,6.45,6.53,6.39,6.43,12736200,6.43,0,1,6.44,-999
20110714,14.72,14.81,14.01,14.08,27224900,13.104512,0,1,13.912256,-999,20110714,6.45,6.59,6.35,6.44,19663800,6.44,0,1,6.445,-999
20110713,14.89,14.99,14.52,14.66,15859200,13.644328,0,1,14.267164,-999,20110713,6.49,6.63,6.4,6.48,20844400,6.48,0,1,6.485,-999
20110712,14.82,14.96,14.44,14.69,21690100,13.67225,0,1,14.246125,-999,20110712,6.72,6.72,6.31,6.43,37605500,6.43,0,1,6.575,-999
20110711,15.14,15.2,14.85,14.89,17859700,13.858394,0,1,14.499197,-999,20110711,6.8,6.9,6.75,6.76,26012400,6.76,0,1,6.78,-999
20110708,15.51,15.62,15.3,15.43,15487900,14.360982,0,1,14.935491,-999,20110708,7.06,7.06,6.92,6.95,19971300,6.95,0,1,7.005,-999
20110707,15.75,15.83,15.45,15.73,24653400,14.640197,0,1,15.1950985,-999,20110707,7.08,7.2,7.05,7.15,12530200,7.15,0,1,7.115,-999
20110706,15.87,15.9,15.48,15.67,13239500,14.584354,0,1,15.227177,-999,20110706,7.1,7.11,7,7,13087600,7,0,1,7.05,-999
20110705,16.129999,16.280001,15.74,15.88,13382400,14.779805,0,1,15.454902,-999,20110705,7.11,7.16,7.06,7.14,16220600,7.14,0,1,7.125,-999
20110701,15.94,16.209999,15.62,16.15,13520100,15.031098,0,1,15.485549,-999,20110701,6.99,7.13,6.89,7.11,27641600,7.11,0,1,7.05,-999
20110630,15.78,16.110001,15.54,15.94,16307500,14.835647,0,1,15.3078235,-999,20110630,6.93,7.12,6.9,6.99,25379100,6.99,0,1,6.96,-999
20110629,15.6,15.9,15.06,15.74,24013600,14.649504,0,1,15.124752,-999,20110629,7,7.05,6.79,6.89,27292900,6.89,0,1,6.945,-999
20110628,15.41,15.68,15.3,15.5,17305000,14.426132,0,1,14.918066,-999,20110628,6.95,7.08,6.9,6.95,20625100,6.95,0,1,6.95,-999
20110627,15.74,15.84,14.86,15.41,28553800,14.342367,0,1,15.0411835,-999,20110627,6.91,6.96,6.83,6.92,9519100,6.92,0,1,6.915,-999
20110624,16.129999,16.27,15.64,15.74,13226300,14.649504,0,1,15.3897515,-999,20110624,7.02,7.03,6.86,6.9,17827700,6.9,0,1,6.96,-999
20110623,15.54,16.32,15.4,16.209999,18600600,15.086941,0,1,15.3134705,-999,20110623,6.98,7.08,6.74,7.06,33904500,7.06,0,1,7.02,-999
20110622,15.85,16.059999,15.71,15.74,16293000,14.649504,0,1,15.249752,-999,20110622,7.15,7.19,7.05,7.06,17390400,7.06,0,1,7.105,-999
20110621,15.68,16.08,15.53,15.96,17606900,14.854262,0,1,15.267131,-999,20110621,6.98,7.25,6.95,7.22,26234300,7.22,0,1,7.1,-999
20110620,15.67,16,15.5,15.62,18649000,14.537818,0,1,15.103909,-999,20110620,6.96,7,6.72,6.89,33807900,6.89,0,1,6.925,-999
20110617,16.379999,16.389999,15.31,15.81,36697100,14.714655,0,1,15.547327,-999,20110617,7.29,7.29,6.96,7,31095600,7,0,1,7.145,-999
20110616,16.780001,17.040001,15.95,16.190001,25622700,15.068328,0,1,15.9241645,-999,20110616,7.65,7.73,7.05,7.19,48145200,7.19,0,1,7.42,-999
20110615,16.91,17.01,16.42,16.77,23397900,15.608144,0,1,16.259072,-999,20110615,7.58,7.66,7.45,7.5,14470900,7.5,0,1,7.54,-999
20110614,17.15,17.52,17.07,17.139999,13364400,15.952509,0,1,16.5512545,-999,20110614,7.67,7.79,7.61,7.67,12738700,7.67,0,1,7.67,-999
20110613,17.120001,17.34,16.879999,17,14369000,15.822209,0,1,16.471105,-999,20110613,7.6,7.63,7.45,7.54,12446700,7.54,0,1,7.57,-999
20110610,17.4,17.51,16.98,17.120001,12338700,15.933896,0,1,16.666948,-999,20110610,7.63,7.67,7.44,7.59,14571600,7.59,0,1,7.61,-999
20110609,17.559999,17.6,16.74,17.370001,18540800,16.166576,0,1,16.8632875,-999,20110609,7.65,7.73,7.59,7.64,15715800,7.64,0,1,7.645,-999
20110608,17.969999,18.08,17.43,17.57,14232200,16.352718,0,1,17.1613585,-999,20110608,7.72,7.89,7.54,7.62,27123800,7.62,0,1,7.67,-999
20110607,18.209999,18.309999,17.98,18.059999,10848900,16.80877,0,1,17.5093845,-999,20110607,7.87,7.95,7.71,7.71,17796100,7.71,0,1,7.79,-999
20110606,18.43,18.6,18.049999,18.07,10899700,16.818077,0,1,17.6240385,-999,20110606,7.97,7.99,7.77,7.8,12263100,7.8,0,1,7.885,-999
20110603,18.83,19,18.370001,18.459999,13732500,17.181057,0,1,18.0055285,-999,20110603,8.09,8.17,7.92,7.97,21264700,7.97,0,1,8.03,-999
20110602,19.17,19.309999,18.82,19.049999,15189800,17.730181,0,1,18.4500905,-999,20110602,8.39,8.44,8.21,8.24,15133300,8.24,0,1,8.315,-999
20110601,19.950001,19.98,19.1,19.139999,19055200,17.813945,0,1,18.881973,-999,20110601,8.65,8.68,8.36,8.37,13363300,8.37,0,1,8.51,-999
20110531,19.879999,20.049999,19.4,20.040001,30017900,18.651593,0,1,19.265796,-999,20110531,8.56,8.71,8.53,8.68,11527400,8.68,0,1,8.62,-999
20110527,18.9,19.530001,18.879999,19.5,16470600,18.149005,0,1,18.5245025,-999,20110527,8.53,8.6,8.44,8.49,9624700,8.49,0,1,8.51,-999
20110526,18.360001,18.98,18.309999,18.82,17660900,17.516116,0,1,17.9380585,-999,20110526,8.45,8.5,8.36,8.48,8118900,8.48,0,1,8.465,-999
20110525,18.049999,18.48,17.870001,18.360001,13632800,17.087986,0,1,17.5689925,-999,20110525,8.37,8.47,8.31,8.43,12008700,8.43,0,1,8.4,-999
20110524,18.16,18.870001,18.110001,18.139999,18009300,16.883227,0,1,17.5216135,-999,20110524,8.55,8.57,8.37,8.39,15950500,8.39,0,1,8.47,-999
20110523,17.83,18.200001,17.6,18.07,14700000,16.818077,0,1,17.3240385,-999,20110523,8.49,8.69,8.45,8.49,16884200,8.49,0,1,8.49,-999
20110520,17.74,18.129999,17.66,18.09,14395500,16.836692,0,1,17.288346,-999,20110520,8.58,8.7,8.54,8.62,16694300,8.62,0,1,8.6,-999
20110519,18.18,18.190001,17.51,17.780001,16272100,16.54817,0,1,17.364085,-999,20110519,8.62,8.71,8.55,8.64,15699700,8.64,0,1,8.63,-999
20110518,17.700001,18.190001,17.639999,18.040001,16471100,16.790157,0,1,17.245079,-999,20110518,8.53,8.73,8.52,8.67,17954500,8.67,0,1,8.6,-999
20110517,17.639999,17.65,17.120001,17.629999,35509100,16.408561,0,1,17.02428,-999,20110517,8.62,8.62,8.38,8.54,20017900,8.54,0,1,8.58,-999
20110516,18.209999,18.25,17.690001,17.700001,18204700,16.473713,0,1,17.341856,-999,20110516,8.77,8.95,8.65,8.67,16573500,8.67,0,1,8.72,-999
20110513,19.200001,19.25,18.120001,18.26,50629800,16.994914,0,1,18.0974575,-999,20110513,8.92,9.07,8.85,8.9,12875500,8.9,0,1,8.91,-999
20110512,19.799999,20.52,19.75,20.5,30600000,19.079723,0,1,19.439861,-999,20110512,8.78,8.96,8.73,8.93,17255300,8.93,0,1,8.855,-999
20110511,19.879999,20.08,19.6,19.870001,15400000,18.493371,0,1,19.186685,-999,20110511,8.89,9.07,8.8,8.88,14888900,8.88,0,1,8.885,-999
20110510,19.91,19.93,19.58,19.780001,17274400,18.409606,0,1,19.159803,-999,20110510,8.75,8.96,8.72,8.94,15046500,8.94,0,1,8.845,-999
20110509,19.379999,19.85,19.33,19.75,17658200,18.381684,0,1,18.8808415,-999,20110509,8.93,8.97,8.83,8.94,9486900,8.94,0,1,8.935,-999
20110506,19.049999,19.5,18.9,19.32,21027000,17.981475,0,1,18.515737,-999,20110506,9,9.05,8.89,8.92,17439500,8.92,0,1,8.96,-999
20110505,18.5,18.879999,18.25,18.66,13600000,17.367201,0,1,17.9336005,-999,20110505,8.68,8.99,8.67,8.87,14692400,8.87,0,1,8.775,-999
20110504,18.85,19.059999,18.299999,18.65,15983900,17.357894,0,1,18.103947,-999,20110504,8.77,8.86,8.64,8.79,16845200,8.79,0,1,8.78,-999
20110503,19.5,19.559999,18.549999,18.790001,20200000,17.488196,0,1,18.494098,-999,20110503,9,9.05,8.63,8.8,17344300,8.8,0,1,8.9,-999
20110502,20.42,20.43,19.629999,19.73,15345600,18.363069,0,1,19.3915345,-999,20110502,9.16,9.17,8.99,9.03,10711100,9.03,0,1,9.095,-999
20110429,19.639999,20.440001,19.610001,20,20900000,18.614364,0,1,19.1271815,-999,20110429,9.04,9.14,9.02,9.1,11383900,9.1,0,1,9.07,-999
20110428,19.299999,19.9,19.08,19.51,17100000,18.158312,0,1,18.7291555,-999,20110428,8.88,9.09,8.85,9.07,17041600,9.07,0,1,8.975,-999
20110427,19.4,19.4,18.9,19.299999,11250100,17.96286,0,1,18.68143,-999,20110427,8.86,8.95,8.81,8.95,12857900,8.95,0,1,8.905,-999
20110426,18.969999,19.49,18.780001,19.299999,16900000,17.96286,0,1,18.4664295,-999,20110426,8.7,8.92,8.64,8.88,22000000,8.88,0,1,8.79,-999
20110425,18.6,19.120001,18.59,18.809999,15490300,17.506809,0,1,18.0534045,-999,20110425,8.67,8.72,8.42,8.7,21700300,8.7,0,1,8.685,-999
20110421,18.77,18.889999,18.48,18.52,10532500,17.236901,0,1,18.0034505,-999,20110421,8.73,8.77,8.63,8.71,18746500,8.71,0,1,8.72,-999
20110420,18.68,18.950001,18.27,18.57,16262900,17.283436,0,1,17.981718,-999,20110420,8.48,8.65,8.41,8.63,21385600,8.63,0,1,8.555,-999
20110419,18.1,18.17,17.530001,18.02,16496500,16.771542,0,1,17.435771,-999,20110419,8.21,8.29,8.16,8.27,12075200,8.27,0,1,8.24,-999
20110418,18.27,18.389999,17.799999,18.09,18589600,16.836692,0,1,17.553346,-999,20110418,8.11,8.28,8.01,8.2,16728600,8.2,0,1,8.155,-999
20110415,18.370001,18.940001,18.280001,18.709999,24243000,17.413736,0,1,17.8918685,-999,20110415,8.2,8.28,8.08,8.27,12619500,8.27,0,1,8.235,-999
20110414,17.6,18.52,17.5,18.51,31367600,17.227594,0,1,17.413797,-999,20110414,8.14,8.22,8.02,8.19,13562200,8.19,0,1,8.165,-999
20110413,17.549999,17.870001,17.33,17.76,18739700,16.529555,0,1,17.039777,-999,20110413,8.35,8.37,8.18,8.2,11568900,8.2,0,1,8.275,-999
20110412,17.15,17.49,16.83,17.370001,21018900,16.166576,0,1,16.658288,-999,20110412,8.35,8.39,8.16,8.26,12465200,8.26,0,1,8.305,-999
20110411,17.620001,17.709999,17.129999,17.32,13655200,16.120039,0,1,16.87002,-999,20110411,8.46,8.58,8.4,8.42,16621600,8.42,0,1,8.44,-999
20110408,18.24,18.24,17.5,17.549999,18663800,16.334103,0,1,17.2870515,-999,20110408,8.47,8.51,8.31,8.47,19905400,8.47,0,1,8.47,-999
20110407,17.5,18.209999,17.43,18.1,25530200,16.845999,0,1,17.1729995,-999,20110407,8.48,8.54,8.29,8.41,14977000,8.41,0,1,8.445,-999
20110406,17.709999,17.73,17.309999,17.459999,21424600,16.250339,0,1,16.980169,-999,20110406,8.22,8.51,8.17,8.43,21004600,8.43,0,1,8.325,-999
20110405,17.809999,17.950001,17.540001,17.58,20526900,16.362026,0,1,17.0860125,-999,20110405,8.23,8.35,8.1,8.11,26089100,8.11,0,1,8.17,-999
20110404,18.200001,18.25,17.42,17.549999,23108200,16.334103,0,1,17.267052,-999,20110404,8.4,8.42,8.01,8.1,26709200,8.1,0,1,8.25,-999
20110401,18.700001,18.719999,17.950001,18.200001,21251800,16.939072,0,1,17.8195365,-999,20110401,8.61,8.69,8.27,8.36,20393200,8.36,0,1,8.485,-999
20110331,18.48,18.68,18.120001,18.459999,16377800,17.181057,0,1,17.8305285,-999,20110331,8.77,8.85,8.57,8.6,18376500,8.6,0,1,8.685,-999
20110330,19.32,19.4,18.209999,18.450001,29408000,17.171751,0,1,18.2458755,-999,20110330,8.74,8.85,8.61,8.79,14592700,8.79,0,1,8.765,-999
20110329,19.32,19.389999,18.91,19.17,17894100,17.841868,0,1,18.580934,-999,20110329,8.69,8.7,8.54,8.68,14767300,8.68,0,1,8.685,-999
20110328,19.07,19.639999,18.9,19.32,30107100,17.981475,0,1,18.5257375,-999,20110328,8.89,8.89,8.68,8.69,12030000,8.69,0,1,8.79,-999
20110325,19.4,19.450001,18.6,18.629999,29909800,17.339279,0,1,18.3696395,-999,20110325,8.78,8.9,8.73,8.88,17489100,8.88,0,1,8.83,-999
