Ticker: NVDA  Created on: 11/30/2016 8:26:04 PM,,,,,,,,,,,Ticker: AMD  Created on: 11/30/2016 8:26:02 PM,,,,,,,,,,
Date,Open,High,Low,Close,Volume,AdjustedClose,Dividend,SplitFactor,VWAP, ShareOutstanding,Date,Open,High,Low,Close,Volume,AdjustedClose,Dividend,SplitFactor,VWAP, ShareOutstanding
20070803,45.070001,45.4,42.52,42.540001,15585300,26.395168,0,1,35.7325845,-999,20070803,13.36,13.43,12.85,12.85,25624100,12.85,0,1,13.105,-999
20070802,45.940001,45.98,44.61,45.220001,11715100,28.058052,0,1,36.9990265,-999,20070802,13.49,13.6,13.3,13.4,20601900,13.4,0,1,13.445,-999
20070801,45.100001,46.210001,43.3,45.420001,17645700,28.182147,0,1,36.641074,-999,20070801,13.48,13.63,13.03,13.41,28455500,13.41,0,1,13.445,-999
20070731,47.29,47.929999,45.700001,45.759999,17787300,28.393109,0,1,37.8415545,-999,20070731,13.97,13.99,13.39,13.54,38820700,13.54,0,1,13.755,-999
20070730,44.41,45.559999,44.400001,45.489999,13453900,28.225579,0,1,36.3177895,-999,20070730,14.02,14.08,13.56,13.79,28868700,13.79,0,1,13.905,-999
20070727,44.25,46.290001,44.229999,44.25,15387000,27.456186,0,1,35.853093,-999,20070727,14.76,14.76,13.84,13.87,51121900,13.87,0,1,14.315,-999
20070726,43.669999,44.979999,43.079999,44.360001,17756700,27.524439,0,1,35.597219,-999,20070726,15.44,15.61,14.33,14.73,56258900,14.73,0,1,15.085,-999
20070725,44.360001,44.990001,43.119999,44.139999,10929900,27.387933,0,1,35.873967,-999,20070725,15.38,15.69,15.26,15.58,39433800,15.58,0,1,15.48,-999
20070724,45.369999,45.75,44.069999,44.350001,11439000,27.518235,0,1,36.444117,-999,20070724,15.23,15.41,15.05,15.21,30927700,15.21,0,1,15.22,-999
20070723,44.939999,46.479999,44.84,45.55,9011800,28.262809,0,1,36.601404,-999,20070723,15.51,15.65,15.12,15.36,21801000,15.36,0,1,15.435,-999
20070720,45.900001,46.06,44.88,45.100001,12641200,27.983594,0,1,36.9417975,-999,20070720,16.15,16.190001,15.41,15.5,42602500,15.5,0,1,15.825,-999
20070719,46.3,46.530001,45.28,45.599999,10184400,28.293832,0,1,37.296916,-999,20070719,15.68,15.85,15.45,15.78,49401600,15.78,0,1,15.73,-999
20070718,45.83,45.970001,44.750001,45.649999,13766400,28.324856,0,1,37.077428,-999,20070718,15.45,15.66,15.02,15.46,39567000,15.46,0,1,15.455,-999
20070717,46.89,47.830001,46.46,46.5,16095300,28.852264,0,1,37.871132,-999,20070717,15.85,15.96,15.61,15.84,25781600,15.84,0,1,15.845,-999
20070716,45.91,46.89,45.900001,46.7,13542700,28.976359,0,1,37.4431795,-999,20070716,15.45,15.94,15.4,15.72,32994600,15.72,0,1,15.585,-999
20070713,46.02,46.570001,45.820001,45.87,9315700,28.461362,0,1,37.240681,-999,20070713,15.42,15.5,15.15,15.43,20537200,15.43,0,1,15.425,-999
20070712,45.599999,46.199999,45.28,46.15,10968300,28.635096,0,1,37.1175475,-999,20070712,14.85,15.4,14.65,15.36,40924700,15.36,0,1,15.105,-999
20070711,45.47,45.780001,44.65,45.28,14565300,28.095279,0,1,36.7826395,-999,20070711,14.46,14.74,14.34,14.65,24004300,14.65,0,1,14.555,-999
20070710,44.809999,45.75,44.33,45.48,13816300,28.219375,0,1,36.514687,-999,20070710,14.5,14.65,14.42,14.43,18283600,14.43,0,1,14.465,-999
20070709,43.93,45.249999,43.920001,45.04,13419600,27.946365,0,1,35.9381825,-999,20070709,14.53,14.76,14.42,14.57,19785700,14.57,0,1,14.55,-999
20070706,43.5,43.94,43.42,43.77,7068000,27.158357,0,1,35.3291785,-999,20070706,14.24,14.48,14.18,14.39,20035600,14.39,0,1,14.315,-999
20070705,43.11,43.7,42.900001,43.560001,9332200,27.028057,0,1,35.0690285,-999,20070705,14.42,14.45,14.11,14.19,16622700,14.19,0,1,14.305,-999
20070703,42.999999,43.439999,42.649999,43.1,5969200,26.742636,0,1,34.8713175,-999,20070703,14.38,14.49,14.24,14.36,7586700,14.36,0,1,14.37,-999
20070702,41.899999,43.050001,41.77,43.03,14096200,26.699202,0,1,34.2996005,-999,20070702,14.26,14.41,14.12,14.36,17224400,14.36,0,1,14.31,-999
20070629,42.27,42.28,41.29,41.310001,12914200,25.63198,0,1,33.95099,-999,20070629,14.57,14.61,14.26,14.3,21023600,14.3,0,1,14.435,-999
20070628,41.710001,42.44,41.299999,41.990001,14938300,26.053905,0,1,33.881953,-999,20070628,14.74,14.83,14.49,14.49,18196200,14.49,0,1,14.615,-999
20070627,40.5,41.64,40.3,41.590001,15328500,25.805714,0,1,33.152857,-999,20070627,14.09,14.64,14.07,14.58,25102400,14.58,0,1,14.335,-999
20070626,42.36,42.48,40.399999,40.5,21712000,25.129391,0,1,33.7446955,-999,20070626,14.38,14.44,14.05,14.18,17507600,14.18,0,1,14.28,-999
20070625,42.4,43.439999,42.009999,42.47,20492500,26.351734,0,1,34.375867,-999,20070625,14.68,14.75,14.2,14.28,21723200,14.28,0,1,14.48,-999
20070622,42.999999,43.869999,42.35,43.62,22065400,27.065285,0,1,35.032642,-999,20070622,14.69,14.84,14.39,14.57,28412700,14.57,0,1,14.63,-999
20070621,40.629999,43.330001,40.319999,42.98,32433100,26.668179,0,1,33.649089,-999,20070621,13.89,14.88,13.83,14.72,57709500,14.72,0,1,14.305,-999
20070620,39.999999,40.199999,39.59,39.860001,20569800,24.732285,0,1,32.366142,-999,20070620,13.55,13.82,13.51,13.64,31036600,13.64,0,1,13.595,-999
20070619,39.32,39.91,39.049999,39.820001,12298800,24.707466,0,1,32.013733,-999,20070619,13.48,13.63,13.28,13.57,24860900,13.57,0,1,13.525,-999
20070618,39.95,40.090001,39.249999,39.569999,17141500,24.552345,0,1,32.2511725,-999,20070618,13.65,13.65,13.5,13.51,18449200,13.51,0,1,13.58,-999
20070615,38.259999,39.850001,38.25,39.55,27049900,24.539936,0,1,31.3999675,-999,20070615,13.85,13.95,13.53,13.63,24796900,13.63,0,1,13.74,-999
20070614,36.999999,37.97,36.95,37.829999,12713700,23.472712,0,1,30.2363555,-999,20070614,13.97,14.03,13.71,13.78,21391800,13.78,0,1,13.875,-999
20070613,36.700001,37.18,36.23,37.170001,14680800,23.063197,0,1,29.881599,-999,20070613,13.86,14.05,13.75,13.96,20365200,13.96,0,1,13.91,-999
20070612,36.489999,36.999999,36.28,36.300001,13169200,22.523381,0,1,29.50669,-999,20070612,13.75,14.1,13.73,13.8,25684300,13.8,0,1,13.775,-999
20070611,36.55,36.900001,36.35,36.679999,10865800,22.759162,0,1,29.654581,-999,20070611,14.12,14.25,13.82,13.91,22635000,13.91,0,1,14.015,-999
20070608,35.69,36.599999,35.25,36.55,13331700,22.6785,0,1,29.18425,-999,20070608,13.77,14.17,13.73,14.07,42600900,14.07,0,1,13.92,-999
20070607,36.209999,36.75,35.979999,35.990001,19796500,22.331032,0,1,29.2705155,-999,20070607,13.56,14.02,13.56,13.68,34513200,13.68,0,1,13.62,-999
20070606,35.859999,36.959999,35.710001,36.380001,23768400,22.573019,0,1,29.216509,-999,20070606,13.86,13.86,13.59,13.63,25617800,13.63,0,1,13.745,-999
20070605,35.17,36.169999,35.109999,36.110001,17464600,22.405489,0,1,28.7877445,-999,20070605,14.07,14.15,13.84,13.98,25919700,13.98,0,1,14.025,-999
20070604,34.560001,35.270001,34.42,35.069999,8050000,21.76019,0,1,28.1600955,-999,20070604,14.25,14.4,14.11,14.17,19526200,14.17,0,1,14.21,-999
20070601,35.029999,35.550001,34.82,34.880001,10727100,21.642301,0,1,28.33615,-999,20070601,14.3,14.62,14.27,14.31,17752400,14.31,0,1,14.305,-999
20070531,34.349999,34.85,34.19,34.640001,12039300,21.493386,0,1,27.9216925,-999,20070531,14.43,14.43,14.24,14.27,14011200,14.27,0,1,14.35,-999
20070530,33.620001,34.1,33.2,34.1,8291200,21.158327,0,1,27.389164,-999,20070530,14.36,14.48,14.22,14.37,19121200,14.37,0,1,14.365,-999
20070529,33.52,34.130001,33.420001,34.02,7906000,21.108689,0,1,27.3143445,-999,20070529,14.97,15,14.41,14.6,23393400,14.6,0,1,14.785,-999
20070525,33.380001,33.83,33.28,33.660001,7724400,20.885317,0,1,27.132659,-999,20070525,15.01,15.03,14.59,14.76,22946000,14.76,0,1,14.885,-999
20070524,34.54,34.640001,33,33.140001,15195000,20.562668,0,1,27.551334,-999,20070524,15.16,15.25,14.81,14.88,20696900,14.88,0,1,15.02,-999
20070523,35.339999,35.550001,34.279999,34.38,11206200,21.332061,0,1,28.33603,-999,20070523,15.31,15.46,15.16,15.21,17842600,15.21,0,1,15.26,-999
20070522,35.160001,35.64,34.589999,35.320001,10043400,21.915311,0,1,28.537656,-999,20070522,15.48,15.6,15.1,15.42,22971600,15.42,0,1,15.45,-999
20070521,34.920001,36,34.749999,35.13,16144200,21.79742,0,1,28.3587105,-999,20070521,15.63,15.77,15.39,15.43,24534400,15.43,0,1,15.53,-999
20070518,34.600001,35.120001,34.309999,35.02,15106600,21.729167,0,1,28.164584,-999,20070518,15.54,15.75,15.29,15.59,26442100,15.59,0,1,15.565,-999
20070517,34.82,35.000001,34.14,34.34,11091600,21.307242,0,1,28.063621,-999,20070517,15.62,15.95,15.4,15.43,29236300,15.43,0,1,15.525,-999
20070516,34.509999,34.920001,33.850001,34.920001,13077600,21.66712,0,1,28.0885595,-999,20070516,15.36,15.63,15.17,15.58,28041200,15.58,0,1,15.47,-999
20070515,34.89,35.099999,34.399999,34.479999,15534000,21.394108,0,1,28.142054,-999,20070515,15.55,15.75,15.26,15.4,41447400,15.4,0,1,15.475,-999
20070514,35.000001,35.33,34.46,34.789999,18289200,21.586456,0,1,28.2932285,-999,20070514,14.94,15.43,14.84,15.36,49408800,15.36,0,1,15.15,-999
20070511,34.589999,35.48,34.06,35.139999,38265700,21.803624,0,1,28.1968115,-999,20070511,14.16,14.69,14.1,14.68,43421700,14.68,0,1,14.42,-999
20070510,33.580001,34.02,32.53,32.819999,20064600,20.364113,0,1,26.972057,-999,20070510,13.48,14.14,13.42,14.05,52887800,14.05,0,1,13.765,-999
20070509,33.049999,33.63,32.670001,33.44,10446700,20.74881,0,1,26.8994045,-999,20070509,13.11,13.59,13.03,13.57,24983300,13.57,0,1,13.34,-999
20070508,32.84,33.369999,32.200001,33.289999,18427500,20.655738,0,1,26.747869,-999,20070508,13.27,13.3,13,13.18,25046900,13.18,0,1,13.225,-999
20070507,34.199999,34.58,33,33.04,13927500,20.500619,0,1,27.350309,-999,20070507,13.58,13.65,13.27,13.28,20101800,13.28,0,1,13.43,-999
20070504,33.649999,33.879999,33.329999,33.71,10131100,20.91634,0,1,27.2831695,-999,20070504,13.79,13.8,13.48,13.53,15284100,13.53,0,1,13.66,-999
20070503,33.16,33.689999,33.100001,33.47,12506200,20.767425,0,1,26.9637125,-999,20070503,13.93,14.06,13.65,13.69,23494500,13.69,0,1,13.81,-999
20070502,33.409999,33.55,32.68,32.849999,16491400,20.382728,0,1,26.8963635,-999,20070502,13.62,13.74,13.35,13.63,31601900,13.63,0,1,13.625,-999
20070501,33.489999,33.71,32.969999,33.24,13613800,20.624715,0,1,27.057357,-999,20070501,13.86,13.96,13.45,13.54,27744200,13.54,0,1,13.7,-999
20070430,33.52,33.940001,32.88,32.889999,14084700,20.407547,0,1,26.9637735,-999,20070430,14.27,14.28,13.81,13.82,20980200,13.82,0,1,14.045,-999
20070427,33.409999,33.780001,32.539999,33.070001,13851400,20.519234,0,1,26.9646165,-999,20070427,14.33,14.45,14.21,14.32,23396100,14.32,0,1,14.325,-999
20070426,33.110001,33.770001,32.809999,33.52,12501700,20.798449,0,1,26.954225,-999,20070426,14.7,14.7,14.38,14.5,25734500,14.5,0,1,14.6,-999
20070425,32.499999,33.289999,32.350001,33.110001,12741000,20.544053,0,1,26.522026,-999,20070425,14.59,14.73,14.4,14.65,38742700,14.65,0,1,14.62,-999
20070424,31.9,32.84,31.690001,32.550001,25702200,20.196585,0,1,26.0482925,-999,20070424,13.76,14.66,13.6,14.57,123830100,14.57,0,1,14.165,-999
20070423,31.74,31.800001,31.279999,31.370001,14881800,19.46442,0,1,25.60221,-999,20070423,14.03,14.23,13.97,14.04,27913800,14.04,0,1,14.035,-999
20070420,31.98,32.000001,31.469999,31.89,14751300,19.787069,0,1,25.8835345,-999,20070420,14.57,14.75,13.68,14.16,51110400,14.16,0,1,14.365,-999
20070419,30.839999,31.7,30.75,31.520001,14201400,19.557492,0,1,25.1987455,-999,20070419,13.91,14.67,13.87,14.28,56775000,14.28,0,1,14.095,-999
20070418,30.660001,31.359999,30.500001,31.090001,17095000,19.290686,0,1,24.9753435,-999,20070418,13.42,14.13,13.41,13.91,36476900,13.91,0,1,13.665,-999
20070417,31.19,31.9,30.559999,30.71,26477700,19.054904,0,1,25.122452,-999,20070417,13.48,13.62,13.41,13.47,15411600,13.47,0,1,13.475,-999
20070416,30.500001,30.729999,30.030001,30.420001,16795900,18.874965,0,1,24.687483,-999,20070416,13.6,13.65,13.37,13.52,22926000,13.52,0,1,13.56,-999
20070413,30.23,30.639999,29.859999,30.580001,15967300,18.974242,0,1,24.602121,-999,20070413,13.78,13.79,13.35,13.57,29108700,13.57,0,1,13.675,-999
20070412,29.33,30.420001,29.139999,30.329999,18591000,18.819121,0,1,24.0745605,-999,20070412,13.25,13.69,13.24,13.66,30963900,13.66,0,1,13.455,-999
20070411,30.089999,30.39,29.390001,29.49,20253700,18.297919,0,1,24.193959,-999,20070411,13.26,13.38,13.15,13.19,26197800,13.19,0,1,13.225,-999
20070410,30.300001,30.649999,29.969999,30.030001,19855500,18.632978,0,1,24.4664895,-999,20070410,13.41,13.54,13.2,13.27,31496400,13.27,0,1,13.34,-999
20070409,30.900001,31.250001,30.28,30.340001,16023700,18.825327,0,1,24.862664,-999,20070409,13.4,13.61,13.13,13.35,52559000,13.35,0,1,13.375,-999
20070405,28.7,30.930001,28.7,30.900001,33322500,19.172795,0,1,23.9363975,-999,20070405,12.68,12.87,12.6,12.86,13956400,12.86,0,1,12.77,-999
20070404,28.600001,28.829999,28.5,28.58,9042300,17.733284,0,1,23.1666425,-999,20070404,12.81,12.87,12.67,12.71,15527600,12.71,0,1,12.76,-999
20070403,28.749999,29.069999,28.370001,28.640001,11843100,17.770513,0,1,23.260256,-999,20070403,12.86,13,12.71,12.9,18179500,12.9,0,1,12.88,-999
20070402,28.709999,28.949999,28.279999,28.749999,10020700,17.838765,0,1,23.274382,-999,20070402,13.08,13.09,12.81,12.83,16599600,12.83,0,1,12.955,-999
20070330,29.09,29.299999,28.629999,28.78,14531100,17.857379,0,1,23.4736895,-999,20070330,13.09,13.18,12.97,13.06,18148200,13.06,0,1,13.075,-999
20070329,29.65,29.69,28.23,28.7,17975400,17.807741,0,1,23.7288705,-999,20070329,13.45,13.46,12.96,13.08,28354400,13.08,0,1,13.265,-999
20070328,29.53,29.779999,29.160001,29.21,11487600,18.124185,0,1,23.8270925,-999,20070328,13.45,13.5,13.38,13.38,17688300,13.38,0,1,13.415,-999
20070327,30.28,30.340001,29.750001,29.779999,11725500,18.477858,0,1,24.378929,-999,20070327,13.56,13.66,13.47,13.5,13302100,13.5,0,1,13.53,-999
20070326,30.31,30.599999,29.8,30.35,11183400,18.831531,0,1,24.5707655,-999,20070326,13.55,13.73,13.41,13.55,14069900,13.55,0,1,13.55,-999
20070323,30.4,30.940001,30.070001,30.289999,13116000,18.794302,0,1,24.597151,-999,20070323,13.35,13.62,13.35,13.5,14155900,13.5,0,1,13.425,-999
20070322,30,30.810001,29.859999,30.63,20273800,19.005265,0,1,24.5026325,-999,20070322,13.65,13.76,13.32,13.35,28363400,13.35,0,1,13.5,-999
20070321,29.499999,30.44,28.94,29.969999,31709400,18.595749,0,1,24.047874,-999,20070321,13.45,14.05,13.37,13.6,48964200,13.6,0,1,13.525,-999
20070320,28.399999,29.05,28.239999,28.349999,16412200,17.590573,0,1,22.995286,-999,20070320,13.7,13.74,13.36,13.41,25378000,13.41,0,1,13.555,-999
20070319,28.5,28.949999,28.399999,28.490001,11537700,17.677441,0,1,23.0887205,-999,20070319,14.01,14.01,13.66,13.72,16415900,13.72,0,1,13.865,-999
20070316,28.640001,28.690001,28.15,28.349999,13141200,17.590573,0,1,23.115287,-999,20070316,14,14.16,13.84,14.01,20088500,14.01,0,1,14.005,-999
20070315,28.840001,29.099999,28.18,28.62,16393800,17.758103,0,1,23.299052,-999,20070315,14.09,14.23,13.92,13.93,14533000,13.93,0,1,14.01,-999
20070314,29.13,29.299999,28.039999,28.909999,24290200,17.938041,0,1,23.5340205,-999,20070314,13.82,14.17,13.7,14.13,25332800,14.13,0,1,13.975,-999
20070313,30.020001,30.2,29.029999,29.05,15426700,18.024909,0,1,24.022455,-999,20070313,14.04,14.12,13.76,13.94,23148300,13.94,0,1,13.99,-999
20070312,30.16,30.770001,30.12,30.329999,10700200,18.819121,0,1,24.4895605,-999,20070312,14.09,14.27,14.04,14.17,14612100,14.17,0,1,14.13,-999
20070309,31.250001,31.600001,30.16,30.51,13882600,18.930808,0,1,25.0904045,-999,20070309,14.26,14.33,14.13,14.2,19111200,14.2,0,1,14.23,-999
20070308,30.220001,31.159999,30.2,30.820001,19265500,19.123157,0,1,24.671579,-999,20070308,14.2,14.27,13.96,14.19,21157000,14.19,0,1,14.195,-999
20070307,30.31,30.449999,29.470001,29.6,20291400,18.366172,0,1,24.338086,-999,20070307,14.02,14.22,13.9,14.1,21556900,14.1,0,1,14.06,-999
20070306,29.390001,30.79,29.270001,30.460001,20149300,18.899785,0,1,24.144893,-999,20070306,14.18,14.35,14.02,14.09,17971300,14.09,0,1,14.135,-999
20070305,29.25,29.830001,28.66,28.760001,16588900,17.844971,0,1,23.5474855,-999,20070305,13.6,14,13.53,13.95,32175300,13.95,0,1,13.775,-999
20070302,30.35,30.719999,29.710001,29.77,17068200,18.471653,0,1,24.4108265,-999,20070302,14.69,14.74,14.13,14.18,49779200,14.18,0,1,14.435,-999
20070301,30.329999,31.19,29.929999,30.620001,20930700,18.999061,0,1,24.66453,-999,20070301,14.76,14.98,14.76,14.79,25736300,14.79,0,1,14.775,-999
20070228,31.090001,31.669999,30.71,30.999999,19501200,19.234842,0,1,25.1624215,-999,20070228,15.3,15.3,14.96,15.07,32605500,15.07,0,1,15.185,-999
20070227,31.800001,32.550001,31.130001,31.18,17865700,19.346529,0,1,25.573265,-999,20070227,15.35,15.44,14.86,15.08,43273800,15.08,0,1,15.215,-999
20070226,32.739999,32.990001,32.099999,32.149999,12351700,19.948392,0,1,26.3441955,-999,20070226,14.83,15.73,14.8,15.68,65831500,15.68,0,1,15.255,-999
20070223,33.04,33.060001,32.64,32.65,10076200,20.258632,0,1,26.649316,-999,20070223,14.59,14.76,14.59,14.69,22884800,14.69,0,1,14.64,-999
20070222,33.030001,33.559999,32.65,32.73,16386300,20.30827,0,1,26.6691355,-999,20070222,14.66,14.7,14.43,14.54,26771700,14.54,0,1,14.6,-999
20070221,32.739999,33.089999,32.189999,32.52,16383300,20.177971,0,1,26.458985,-999,20070221,14.83,14.85,14.52,14.56,23986900,14.56,0,1,14.695,-999
20070220,32.77,33.190001,32.539999,33.009999,15639400,20.482004,0,1,26.626002,-999,20070220,14.93,15.01,14.7,14.92,21961300,14.92,0,1,14.925,-999
20070216,33.609999,33.649999,32.619999,32.72,22876500,20.302066,0,1,26.9560325,-999,20070216,14.8,15,14.7,14.94,15951200,14.94,0,1,14.87,-999
20070215,33.529999,33.919999,33.209999,33.75,12217000,20.941159,0,1,27.235579,-999,20070215,15.01,15.02,14.75,14.83,15886100,14.83,0,1,14.92,-999
20070214,34.3,34.5,33.47,33.55,27046200,20.817063,0,1,27.5585315,-999,20070214,14.65,15.13,14.61,14.95,31912700,14.95,0,1,14.8,-999
20070213,33.91,34.27,33.569999,33.999999,21243300,21.096278,0,1,27.503139,-999,20070213,14.75,14.86,14.47,14.6,17824500,14.6,0,1,14.675,-999
20070212,32.889999,34.079999,32.539999,33.369999,19734000,20.705377,0,1,26.797688,-999,20070212,14.96,15.01,14.66,14.69,20472600,14.69,0,1,14.825,-999
20070209,34.549999,34.840001,32.52,32.65,23448900,20.258632,0,1,27.4043155,-999,20070209,15.22,15.26,14.8,14.9,30651800,14.9,0,1,15.06,-999
20070208,34.3,34.869999,33.999999,34.38,18156900,21.332061,0,1,27.8160305,-999,20070208,15.4,15.46,15.11,15.13,24673000,15.13,0,1,15.265,-999
20070207,33.79,34.909999,33.59,34.829999,19026400,21.611276,0,1,27.700638,-999,20070207,15.39,15.55,15.36,15.5,17258300,15.5,0,1,15.445,-999
20070206,33.100001,33.940001,32.61,33.52,19384600,20.798449,0,1,26.949225,-999,20070206,15.62,15.67,15.13,15.32,31872900,15.32,0,1,15.47,-999
20070205,32.000001,32.64,31.949999,32.37,14497600,20.084898,0,1,26.0424495,-999,20070205,15.74,15.8,15.52,15.6,18451700,15.6,0,1,15.67,-999
20070202,31.210001,32.000001,30.95,31.85,14664700,19.76225,0,1,25.4861255,-999,20070202,15.9,15.91,15.66,15.69,20216200,15.69,0,1,15.795,-999
20070201,30.36,31.199999,30.300001,31.039999,16272400,19.259661,0,1,24.8098305,-999,20070201,15.65,15.85,15.57,15.77,23450600,15.77,0,1,15.71,-999
20070131,30.609999,30.940001,30.23,30.649999,11699400,19.017674,0,1,24.8138365,-999,20070131,15.83,15.89,15.52,15.55,30280100,15.55,0,1,15.69,-999
20070130,30.380001,30.959999,30.110001,30.759999,15904300,19.085927,0,1,24.732964,-999,20070130,16,16,15.65,15.79,20399500,15.79,0,1,15.895,-999
20070129,31.330001,31.349999,29.910001,30.180001,31457100,18.726051,0,1,25.028026,-999,20070129,16.209999,16.23,15.85,15.95,30040100,15.95,0,1,16.0799995,-999
20070126,32.000001,32.310001,30.900001,31.469999,20739600,19.526467,0,1,25.763234,-999,20070126,16.15,16.27,16.01,16.219999,28649600,16.219999,0,1,16.1849995,-999
20070125,33.180001,33.300001,31.570001,31.73,15407100,19.687792,0,1,26.4338965,-999,20070125,16.139999,16.41,16,16.049999,30902100,16.049999,0,1,16.094999,-999
20070124,32.299999,33.31,32.149999,32.88,17143000,20.401343,0,1,26.350671,-999,20070124,16.24,16.450001,15.93,16.030001,74633800,16.030001,0,1,16.1350005,-999
20070123,31.73,32.400001,31.14,31.89,15758800,19.787069,0,1,25.7585345,-999,20070123,17.6,17.700001,17.370001,17.51,25341200,17.51,0,1,17.555,-999
20070122,32.179999,32.699999,31.760001,31.880001,18266100,19.780864,0,1,25.9804315,-999,20070122,17.59,17.639999,17.26,17.530001,24494900,17.530001,0,1,17.5600005,-999
20070119,31.349999,32.539999,31.130001,31.880001,23565100,19.780864,0,1,25.5654315,-999,20070119,17.809999,17.98,17.66,17.73,22764400,17.73,0,1,17.7699995,-999
20070118,34.250001,34.250001,31.26,31.690001,37540900,19.662973,0,1,26.956487,-999,20070118,18.07,18.18,17.76,17.92,21712500,17.92,0,1,17.995,-999
20070117,34.800001,35.01,34.42,34.549999,17698300,21.437542,0,1,28.1187715,-999,20070117,17.9,18.280001,17.9,18.200001,21415000,18.200001,0,1,18.0500005,-999
20070116,35.499999,35.52,34.89,35.29,17796600,21.896696,0,1,28.6983475,-999,20070116,18.15,18.35,17.950001,18.129999,37697200,18.129999,0,1,18.1399995,-999
20070112,34.239999,35.37,34.079999,35.229999,17454700,21.859467,0,1,28.049733,-999,20070112,18.629999,18.77,17.620001,18.26,123328200,18.26,0,1,18.4449995,-999
20070111,34.89,35.160001,34.19,34.760001,23112600,21.567843,0,1,28.2289215,-999,20070111,19.799999,20.629999,19.799999,20.18,23135700,20.18,0,1,19.9899995,-999
20070110,32.899999,35.200001,32.400001,34.89,27718600,21.648505,0,1,27.274252,-999,20070110,19.639999,20.02,19.5,20.01,19783200,20.01,0,1,19.8249995,-999
20070109,33.959999,34.19,33.209999,33.249999,19104100,20.630919,0,1,27.295459,-999,20070109,19.450001,19.709999,19.370001,19.65,14494200,19.65,0,1,19.5500005,-999
20070108,33.780001,34.560001,33.2,33.91,16431700,21.040436,0,1,27.4102185,-999,20070108,19.709999,19.860001,19.370001,19.469999,15814800,19.469999,0,1,19.589999,-999
20070105,35.059999,35.200001,33.420001,33.660001,31083600,20.885317,0,1,27.972658,-999,20070105,19.540001,19.91,19.540001,19.709999,15902400,19.709999,0,1,19.625,-999
20070104,35.950001,36.08,35.029999,35.910001,19932400,22.281394,0,1,29.1156975,-999,20070104,19.66,19.860001,19.32,19.790001,23652500,19.790001,0,1,19.7250005,-999
20070103,37.07,37.520001,34.789999,36.08,28870500,22.386875,0,1,29.7284375,-999,20070103,20.08,20.4,19.35,19.52,28350300,19.52,0,1,19.8,-999
20061229,37.239999,38.02,36.970001,37.010001,9652300,22.963921,0,1,30.10196,-999,20061229,20.5,20.73,20.299999,20.35,11594000,20.35,0,1,20.425,-999
20061228,37.549999,37.589999,37.07,37.239999,5347800,23.106629,0,1,30.328314,-999,20061228,20.559999,20.75,20.52,20.57,8023900,20.57,0,1,20.5649995,-999
20061227,37.18,37.640001,37.18,37.509999,6623800,23.274159,0,1,30.2270795,-999,20061227,20.709999,20.84,20.5,20.700001,9919300,20.700001,0,1,20.705,-999
20061226,37.23,37.560001,36.87,37.02,5704800,22.970125,0,1,30.1000625,-999,20061226,20.889999,20.889999,20.450001,20.6,7190700,20.6,0,1,20.7449995,-999
20061222,37.869999,38.000001,36.850001,37.03,9254200,22.976329,0,1,30.423164,-999,20061222,21,21.200001,20.68,20.77,10634200,20.77,0,1,20.885,-999
20061221,38.470001,38.579999,37.5,37.93,9198000,23.534761,0,1,31.002381,-999,20061221,21.969999,22,20.91,20.950001,22505600,20.950001,0,1,21.46,-999
20061220,38.499999,38.96,38.229999,38.259999,7664800,23.739518,0,1,31.1197585,-999,20061220,21.610001,21.99,21.610001,21.85,11292300,21.85,0,1,21.7300005,-999
20061219,37.66,38.899999,37.610001,38.699999,13640500,24.012528,0,1,30.836264,-999,20061219,21.83,22.01,21.6,21.639999,19482700,21.639999,0,1,21.7349995,-999
20061218,37.54,38.6,37.520001,38.149999,17208900,23.671265,0,1,30.6056325,-999,20061218,22.049999,22.209999,21.719999,21.969999,24239800,21.969999,0,1,22.009999,-999
20061215,37.090001,37.5,36.860001,37.5,18652300,23.267955,0,1,30.178978,-999,20061215,22.950001,23,22.02,22.120001,34431000,22.120001,0,1,22.535001,-999
20061214,36.500001,37.309999,36.47,36.850001,17884500,22.864644,0,1,29.6823225,-999,20061214,20.219999,22.799999,20.219999,22.709999,76120200,22.709999,0,1,21.464999,-999
20061213,36.08,36.500001,36.08,36.209999,12298800,22.467536,0,1,29.273768,-999,20061213,20.58,20.74,19.9,20.17,28031200,20.17,0,1,20.375,-999
20061212,35.889999,36.009999,35.310001,35.790001,14202900,22.206936,0,1,29.0484675,-999,20061212,20.620001,20.790001,20.370001,20.469999,16091800,20.469999,0,1,20.545,-999
20061211,35.56,36.59,35.48,36.16,12887100,22.436513,0,1,28.9982565,-999,20061211,21.02,21.09,20.610001,20.690001,15527600,20.690001,0,1,20.8550005,-999
20061208,35.41,36.04,34.9,35.550001,14121400,22.058022,0,1,28.734011,-999,20061208,21.01,21.15,20.690001,20.93,19635000,20.93,0,1,20.97,-999
20061207,36.55,36.75,35.350001,35.670001,12172300,22.132479,0,1,29.3412395,-999,20061207,21.530001,21.73,21.030001,21.049999,17665500,21.049999,0,1,21.29,-999
20061206,36.719999,36.719999,36.049999,36.55,11956000,22.6785,0,1,29.6992495,-999,20061206,21.18,21.59,21.07,21.49,17056000,21.49,0,1,21.335,-999
